Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Emanuel Santos,£6.2M  £18.5M,1.21,126,Portuguese Premier League,,,,6.03,0.63,173,8%,861,0.12,,0.14,0.1,0.14,0.1,41%,2.09,0.14,20%,3.07,0.63,20%,18,12.3km,2.3,31.36,26.93,14.63,18.4,2.61,0.38,1.36,0.56,0.49,0.84,2.2,4.91,1.22,3.14,0.07,35%,2.51,84%,86%,11.29,0.03,0.21,1.22,0.03
Wnt,  ,Nuno Pereira,£140K  £425K,1.35,111,Portuguese Premier League,,,,4.76,0.08,125,,,0.05,,0.02,,0.02,0.08,33%,2.9,0.19,22%,0.34,0.08,22%,2,12.3km,0.34,50.3,43.21,9.68,8.8,3.81,0.08,0.23,0.08,0.61,1.07,1.52,7.47,0.84,2.48,0.53,61%,1.75,77%,86%,8.42,0.15,0.11,0.84,0.11
,  ,Rodrigo Cabrito,£4.7M  £14M,0.92,125,Portuguese Premier League,,,,4.21,0.83,152,18%,"1,626.50",0.03,,0.04,0.06,0.04,0.15,45%,2.32,0.33,19%,4.21,0.83,20%,30,12.4km,1.63,41.42,35.99,13.81,14.55,4.65,0.11,0.3,0.14,0.5,1.27,2.74,12.89,1.11,3.1,0.61,55%,2.82,77%,87%,9.66,0.19,0.14,1.11,0.03
,  ,Gílson do Nascimento,£1.3M  £3.8M,0.97,119,Portuguese Premier League,,,,5.99,0.14,174,19%,872,0.05,,0.04,0.1,0.04,0.07,25%,3.78,0.55,8%,1.72,0.14,8%,4,12.3km,2,45.31,39.91,13.93,18.75,4.61,0.21,0.55,0.14,0.52,1.17,2.48,10.15,0.72,1.82,1.1,63%,1.82,78%,88%,8.7,0.07,0.1,0.72,0.03
,  ,Tom Rothe,£32M  £97M,2.13,151,Ligue 1 Uber Eats,,,,5.44,0.27,202,15%,835.5,0.1,,0.07,0.11,0.07,0.1,22%,3.55,0.32,15%,2.18,0.4,19%,10,12.6km,1.86,56.96,50.9,15.46,11.04,7.14,0.24,0.73,0.16,0.51,0.73,2.99,15.03,1.05,2.69,0.13,65%,2.77,76%,89%,8.16,0.05,0.08,1.08,0.03
,  ,Alan Matturro,£5M  £15M,0.89,125,Ligue 1 Uber Eats,,,,4.77,0.23,166,,,0.1,,0.04,,0.04,0.2,29%,3.39,0.6,10%,2.16,0.23,11%,8,12.6km,1.58,45.01,39.52,14.15,15.93,5.61,0.06,0.2,0.06,0.55,1.04,2.56,10.07,1.01,2.42,0.66,71%,2.93,87%,88%,8.95,0.14,0.06,1.01,0.06
Wnt,  ,Davide Serretti,£5.8M  £17M,1.63,138,Portuguese Premier League,,,,3.59,0.2,164,5%,"4,114.00",0.07,,0.07,0.02,0.07,0.18,26%,1.44,0.11,14%,1.33,0.2,15%,9,12.8km,1.16,49.42,44.45,14.57,15.47,7.5,0.04,0.42,0.11,0.7,1.12,2.87,12.82,0.98,2.43,0.11,40%,2.65,85%,90%,8.55,0.35,0.13,0.98,
,  ,Kevin Busche,£1.2M  £3.6M,1.06,121,Portuguese Premier League,,,,4,0.38,138,7%,"1,553.50",0.04,,0.13,0.06,0.13,0.15,27%,2.03,0.29,14%,2.55,0.38,15%,13,12.5km,0.93,45.77,39.86,16.54,16.63,5.21,0.09,0.87,0.23,0.43,1.13,1.74,11.64,1.01,2.69,1.45,51%,2.64,80%,87%,8.46,0.12,0.09,1.01,0.06
Wnt,  ,Tomás Silva,£200K  £600K,1.38,104,Portuguese Premier League,,,,3.18,0.14,90,5%,"2,546.00",0.19,,0.06,0.04,0.06,0.08,26%,0.95,0.07,14%,1.2,0.21,18%,4,12.5km,0.95,43.52,38.25,11.21,17.29,3.71,0.25,0.67,0.18,0.42,0.88,2.58,12.48,1.41,2.44,0,30%,2.09,79%,88%,10.6,0.11,0.18,1.41,0.14
Inj,  ,Youssouf Soilihi,£400K  £1.2M,1.05,117,Ligue 1 Uber Eats,,,,5.51,0.16,34,,,0.02,,0.02,,0.02,0.14,0%,2.27,0.16,6%,2.43,0.16,7%,1,13.7km,1.3,44.27,39.41,15.89,17.03,4.54,0,0.16,0,0.81,1.62,3.57,7.78,1.14,1.95,0.65,41%,1.3,57%,89%,7.46,0.16,,1.14,
,  ,Emerson Royal,£0,1.5,117,Ligue 1 Uber Eats,,,,5.62,0.43,39,,,0.13,,0.09,,0.09,0.2,0%,3.61,0.87,17%,3.61,0.43,12%,3,12.8km,0.14,43.85,40.24,17.02,16.44,5.19,0.14,0.43,0,0.58,1.59,1.59,14.86,1.3,3.89,1.15,64%,3.03,72%,92%,8.65,0.29,,1.3,0.14
,  ,Gonçalo Esteves,£4.9M  £15M,1.36,125,Portuguese Premier League,,,,3.51,0.86,82,,,0.12,,0.06,,0.06,0.22,0%,1.8,0,13%,6.5,0.86,13%,20,13.0km,3.21,36.68,31.58,16.18,19,3.89,0.04,0.26,0,0.6,1.07,3.12,10.44,0.94,3.12,0.21,51%,2.57,71%,86%,12.11,0.09,0.13,0.94,0.13
Wnt,  ,Ayberk Karapo,£1.6M  £4.9M,1.56,125,Ligue 1 Uber Eats,,,,7.35,0.04,175,7%,"2,142.00",0.12,,0.07,0.04,0.07,0.12,29%,5.17,0.8,5%,0.76,0.04,6%,1,11.6km,0.21,54.03,48.4,6.34,4.5,3.32,0.13,0.59,0.17,0.55,1.34,1.68,14.24,0.25,1.05,0.63,70%,1.22,81%,90%,4.03,0.29,0.25,0.25,0.04
,  ,Miguel Cardoso,£4.4M  £13M,1.03,130,Portuguese Premier League,,,,4.84,0.16,155,,,0.09,,0.07,,0.07,0.13,6%,2.12,0.16,8%,2.93,0.22,7%,5,12.9km,1.28,46.59,40.1,18.35,15.95,5.93,0.22,0.53,0.03,0.66,1.37,2.56,10.86,0.72,2.28,1.09,44%,2.65,80%,86%,9.33,0.12,0.19,0.72,0.03
Wnt,  ,Iván Enrique,£5.2M  £16M,1.29,139,Ligue 1 Uber Eats,,,,3.53,0.14,51,,,0.01,,0.02,,0.02,0.33,100%,1.87,0.14,9%,1.45,0.14,10%,2,12.8km,1.31,47.52,42.54,14.53,15.08,7.33,0,0.07,0.07,0.28,0.83,2.63,14.18,0.76,2.7,0.69,53%,3.46,85%,90%,8.09,0.07,0.14,0.76,
,  ,Fabio Rodas,£14M  £43M,2.15,140,Ligue 1 Uber Eats,,,,4.85,0.21,184,33%,"3,416.00",0.07,,0.02,0.03,0.02,0.22,33%,3.19,0.42,12%,1.63,0.21,13%,8,12.4km,1.11,48,43.02,13.54,15.25,6.17,0,0.08,0.03,0.32,0.69,2.66,14.02,0.5,2.82,0.5,66%,3.16,78%,90%,8.93,0.21,0.05,0.5,0.03
Wnt,  ,David Jiménez,£100K  £300K,0.68,112,Portuguese Premier League,,,,4.32,0.33,65,,,0.03,,0.01,,0.01,0.06,0%,2.13,0.33,13%,2.52,0.33,13%,5,12.1km,1.13,48.69,44.83,12.95,15.48,6.24,0.2,0.2,0,0.33,1.06,2.99,8.97,1,2.39,0.27,49%,2.19,77%,92%,8.5,0.07,0.07,1,0.07
,  ,Zé Carlos,£5.2M  £15.5M,1.4,130,Portuguese Premier League,,,,2.55,0.12,82,,,0.2,,0.05,,0.05,0.11,19%,0.84,0.09,12%,1.18,0.12,11%,4,12.8km,0.81,52.51,45.5,12.89,10.37,3.89,0.19,0.5,0.09,0.28,0.75,2.09,11.99,0.78,2.58,0.22,33%,2.06,78%,87%,10.21,0.09,0.31,0.78,0.19
,  ,João Tomé,£700K  £2.2M,1.18,115,Portuguese Premier League,,,,5.37,0.45,169,4%,"2,830.00",0.06,,0.11,0.03,0.11,0.12,18%,4.23,0.25,16%,2.67,0.45,17%,14,12.3km,1.46,44.3,38.96,13.52,17.24,3.98,0.35,0.89,0.16,0.64,1.4,2.42,9.99,0.73,2.45,0.51,79%,2.51,81%,88%,8.62,0.22,0.06,0.73,0.06
Int,  ,Novatus Miroshi,£250K,1,124,Ligue 1 Uber Eats,,,,4.13,0.1,130,,,0.08,,0,,0,0.01,0%,2.64,0.13,4%,1.94,0.1,5%,3,12.7km,1.46,43.92,38.29,15.23,17.97,5.5,0.03,0.06,0,0.86,1.49,2.8,10.21,1.08,1.81,1.46,64%,2.67,82%,87%,9.57,0.16,0.1,1.14,0.03
,  ,Mats Egbring,£1.7M  £5M,0.85,124,Ligue 1 Uber Eats,,,,5.48,0.29,169,8%,"2,776.00",0.06,,0.05,0.03,0.05,0.12,33%,3.21,0.36,13%,2.24,0.29,13%,9,12.5km,1.78,45.29,40.85,13.94,14.23,5.06,0.06,0.39,0.13,0.49,1.26,2.46,7.85,0.91,2.01,0.58,59%,2.4,90%,90%,8.04,0.03,0.06,0.91,0.06
Ret,  ,Adrià Pedrosa,£8K  £24K,0.96,100,Portuguese Premier League,,,,5.21,0.6,104,,,0.07,,0.01,,0.01,0.15,0%,2.75,0.5,21%,3.46,0.6,17%,12,12.5km,1.3,46.28,41.67,14.72,14.92,6.01,0.05,0.05,0,0.75,1.15,2.2,11.92,1.05,2.5,0.7,53%,2.9,77%,90%,8.06,0.1,0.2,1.05,0.1
,  ,Gustav Grubbe,£20K  £60K,1.04,111,Portuguese Premier League,,,,5.64,0.24,118,25%,941,0.03,,0.04,0.1,0.04,0.11,50%,3.78,0.81,10%,2.2,0.24,11%,5,11.8km,0.72,45.33,40.55,13.87,14.63,5.55,0.1,0.38,0.19,0.29,1.05,2.01,11,0.77,2.2,0.33,67%,2.39,82%,89%,8.46,0.05,0.1,1,0.14
Wnt,  ,Gonçalo Correia,£7.4M  £22M,2.17,140,Portuguese Premier League,,,,5.02,0.1,205,,,0.03,,0,,0,0.07,50%,3.82,0.51,7%,1.35,0.1,7%,4,12.2km,1.1,46.96,41.5,13.58,16.59,5.75,0.02,0.05,0.02,0.66,0.93,2.77,12.65,0.66,2.45,0.12,76%,2.86,84%,88%,8.86,0.07,0.1,0.66,
,  ,Gašper Pečnik,£600K  £1.8M,0.86,110,Portuguese Premier League,,,,5.52,0.13,85,,,0.07,,0.06,,0.06,0.1,11%,3.24,0.52,6%,1.95,0.13,7%,2,12.4km,1.23,46.2,39.84,13.43,15.57,5.39,0.13,0.58,0.06,0.52,0.97,2.01,10.71,0.71,1.95,0.26,59%,2.14,87%,86%,8.5,0,0.06,0.71,0.13
,  ,Max Finkgräfe,£4.8M  £14.5M,1.21,124,Portuguese Premier League,,,,5.04,0.19,186,18%,"1,659.50",0.13,,0.03,0.05,0.03,0.09,27%,2.68,0.41,8%,8.54,1.06,12%,7,12.9km,1.95,46.4,40.35,15.62,13.5,6.16,0.03,0.3,0.08,1,1.55,2.58,10.68,1.14,2.58,0.89,53%,3.04,78%,87%,8.79,0.33,0.16,1.65,0.05
Wnt,  ,Milan van Ewijk,£2.9M  £8.6M,1.06,124,Ligue 1 Uber Eats,,,,3.22,0.16,100,,,0.07,,0.09,,0.09,0.18,7%,1.64,0.26,6%,2.39,0.16,7%,5,12.6km,1.55,46.64,41.62,15.73,14.54,5.58,0.06,0.48,0.03,0.45,1.06,2.48,9.41,0.9,2.68,0.93,51%,2.55,77%,89%,8.86,0.13,0.19,0.9,0.06
Wnt,  ,Carlos Morais,£0,1.33,91,Portuguese Premier League,,,,5.54,1.4,75,,,0.05,,0,,0,0,,2.36,0.15,14%,9.53,1.4,15%,19,13.1km,1.77,36.35,32,14.48,25.34,3.55,0,,,0.59,0.89,3.03,8.72,1.26,2.29,0.67,43%,1.85,81%,88%,11.16,0.07,,1.26,
,  ,Emil Holm,£9.4M  £28M,1.9,141,Ligue 1 Uber Eats,,,,6.15,0.21,291,,,0.1,,0.03,,0.03,0.1,7%,4.44,0.38,16%,1.29,0.21,16%,10,12.8km,1.12,54.87,50.12,15.31,12.48,6.34,0.06,0.32,0.02,0.7,0.89,2.62,12,0.72,2.24,0.51,72%,2.91,79%,91%,9.25,0.19,0.17,0.72,0.11
Wnt,  ,Warren Kamanzi,£140K  £425K,1.04,117,Ligue 1 Uber Eats,,,,4.29,0.23,113,,,0.09,,0.04,,0.04,0.08,33%,2.01,0.11,7%,3.03,0.34,11%,6,12.8km,2.01,45.59,39.97,15.36,17.9,4.06,0.11,0.46,0.15,0.57,1.52,2.24,8.87,0.76,2.05,0.23,47%,2.24,81%,88%,8.42,0.15,0.23,0.76,0.11
,  ,Christian Friedrich,£1M  £3M,1.38,117,Portuguese Premier League,,,,5.25,0.59,106,,,0.08,,0.01,,0.01,0.04,0%,3.52,0.45,20%,2.92,0.59,20%,12,13.6km,1.04,47.5,41.95,16.99,12.14,6.54,0.15,0.2,0,0.69,1.34,2.63,11.64,0.79,2.63,0.69,67%,3.02,78%,88%,8.87,0.05,0.3,0.79,0.1
Loa,  ,Ryan Dumont,£275K  £850K,0.45,90,Ligue 1 Uber Eats,,,,5.27,0.81,39,,,0.12,,0,,0,0,,3.65,0.54,21%,3.78,0.81,21%,6,11.9km,0.81,46.22,39.46,13.38,27.57,5.81,0,,,0.81,1.62,1.49,4.19,1.08,2.03,0.95,69%,1.89,70%,85%,7.84,0.14,0.14,1.08,0.14
Int,  ,Wayne Alonso,£5M,0.72,130,Ligue 1 Uber Eats,,,,4.33,0.33,92,,,0.01,,0.03,,0.03,0.06,27%,1.55,0.14,11%,2.78,0.33,12%,7,12.7km,1.55,45.8,39.02,15.91,18.73,5.41,0.09,0.52,0.14,0.52,1.04,1.98,8,0.66,2.49,0.71,36%,2.59,80%,85%,8.85,0.09,0.05,0.66,
,  ,Vitaliy Mykolenko,Not for Sale,1.2,130,Ligue 1 Uber Eats,,,,4.42,0.6,126,13%,"2,568.00",0.07,,0.03,0.04,0.03,0.1,38%,2.38,0.28,18%,3.19,0.6,19%,17,12.8km,1.12,54.92,47.35,15.42,13.04,6.55,0,0.28,0.11,0.46,0.67,3.01,12.72,1.05,2.94,1.16,54%,3.01,80%,86%,10.97,0.04,0.11,1.05,0.11
,  ,Marcos,£3.3M  £9.8M,2.17,130,Portuguese Premier League,,,,3.35,0.08,40,,,0.04,,0,,0,0.05,0%,1.17,0.17,11%,0.75,0.08,11%,1,11.9km,1.09,53.78,47.59,12.8,13.47,5.44,0,0.08,0,1,1.09,2.59,10.12,0.75,1.84,0.33,35%,2.51,83%,88%,8.7,0.08,0.08,0.75,
Wnt,  ,Alberto,£9.8M  £30M,1.56,141,Portuguese Premier League,,,,3.35,0.15,45,,,0.11,,0.04,,0.04,0.09,0%,1.71,0.3,12%,1.19,0.15,13%,2,12.6km,1.64,55.12,49.46,14.21,15.47,6.4,0.22,0.45,0,0.6,0.89,2.83,9.6,0.89,2.68,0.82,51%,3.2,86%,90%,9.3,0.15,0.3,0.89,
,  ,Diego Fernández,£650K  £2M,0.95,119,Portuguese Premier League,,,,3.73,0.37,71,20%,"1,714.00",0.06,,0.01,0.05,0.01,0.05,20%,2,0.16,17%,2.1,0.37,18%,7,12.4km,0.47,46.73,40.54,14.02,19.11,5.78,0.16,0.26,0.05,1,1.37,2.52,9.08,0.84,2.68,0.84,54%,2.78,73%,87%,9.08,0.32,0.05,0.84,0.16
Int,  ,Eric Njoh,£25M  £74M,1.89,152,Ligue 1 Uber Eats,,,,3.58,0.09,124,7%,"3,113.00",0.1,,0.02,0.03,0.02,0.05,21%,1.45,0.06,6%,1.24,0.09,7%,3,12.9km,1.24,58.49,52.68,13.79,13.3,6.79,0.2,0.4,0.09,0.43,0.84,2.46,14.17,0.75,1.88,0.78,40%,2.08,80%,90%,7.95,0.2,0.17,0.75,0.06
Int,  ,Mohammed Salisu,£400K  £1.2M,1.73,132,Ligue 1 Uber Eats,,,,5.41,0.2,217,,,0.08,,0,,0,0.07,0%,3.79,0.37,15%,1.32,0.2,15%,8,12.5km,1.2,55.67,48.74,13.59,18.27,6.16,0,0.05,0,0.7,0.9,2.89,13.64,0.65,2.42,0.65,70%,2.57,72%,88%,9.42,0.2,0.05,0.65,0.07
Wnt,  ,Lutsharel Geertruida,£9M  £27M,2.11,142,Portuguese Premier League,,,,5.92,0.06,190,6%,"2,887.00",0.1,,0.03,0.03,0.03,0.06,29%,4.08,0.59,5%,1.09,0.06,6%,2,12.5km,0.53,59.14,54.49,12.06,10.72,7.05,0.16,0.53,0.16,0.41,0.78,2.15,13.5,1.06,2.4,0.59,69%,2.49,81%,92%,6.92,0.09,0.16,1.12,0.09
Wnt,  ,João Ferreira,£2.9M  £8.6M,0.71,129,Ligue 1 Uber Eats,,,,6.76,0.12,222,,,0.13,,0.02,,0.02,0.06,23%,4.69,0.61,7%,1.68,0.12,7%,4,12.7km,0.91,48.75,42.41,14.26,13.59,7.34,0.12,0.4,0.09,0.55,1.13,2.62,10.54,1.04,2.53,1.04,69%,2.83,79%,87%,9.02,0.12,0.34,1.04,0.06
,  ,Nicolai Blănuţă,£1M  £3.1M,0.9,117,Portuguese Premier League,,,,3.88,0.2,115,,,0.03,,0,,0,0.03,0%,1.86,0.24,7%,2.77,0.2,7%,6,12.4km,0.94,43.38,38.15,16.56,23.01,5.03,0.03,0.07,0,0.67,1.38,2.83,6.54,0.88,2.6,1.11,48%,2.93,85%,88%,8.94,0.13,0.07,0.88,0.07
Wnt,  ,Vinicius Tobias,£10M  £30M,0.97,132,Ligue 1 Uber Eats,,,,3.49,0.49,115,,,0.13,,0.03,,0.03,0.08,33%,1.37,0.09,29%,1.64,0.49,30%,16,12.6km,1.91,50.13,45.36,14.48,13.97,8.17,0.18,0.36,0.12,0.67,0.97,2.16,11.27,0.73,2.76,0.79,39%,2.88,77%,90%,8.9,0.12,0.21,0.73,0.09
,  ,Álvaro Fernández,£3.6M  £11M,1.41,129,Portuguese Premier League,,,,5.1,0.36,100,,,0.1,,0.07,,0.07,0.49,0%,3.92,0.51,18%,1.94,0.36,18%,7,12.7km,0.97,47.7,40.67,14.58,10.6,5.61,0,0.15,0,0.76,1.53,2.09,10.8,0.87,2.29,0.15,77%,2.55,76%,85%,8.87,0.2,0.25,0.87,0.05
,  ,Roman Martynov,£1.7M  £5.2M,0.65,129,Ligue 1 Uber Eats,,,,5.47,0.12,45,,,0,,0.02,,0.02,0.05,0%,3.52,0.36,5%,2.06,0.12,6%,1,12.3km,1.94,46.15,40.45,17.98,23.68,5.34,0.24,0.36,0,0.49,0.97,1.7,9.11,0.49,2.19,0.61,64%,1.34,48%,88%,8.38,0,,0.49,
,  ,Gonçalo Carlos,£220K  £650K,1.9,105,Portuguese Premier League,,,,5.22,0.43,36,,,0.09,,0.11,,0.11,0.25,33%,1.74,0,14%,3.04,0.43,14%,3,12.1km,1.16,46.52,39.13,15.51,14.49,6.38,0,0.43,0.14,0.58,0.43,2.61,11.59,0.87,2.46,0.14,33%,2.46,81%,84%,9.42,0,,0.87,0.14
,  ,Samuel Imsand,£600K  £1.7M,1.21,109,Portuguese Premier League,,,,5.35,0.14,117,8%,"1,967.00",0.02,,0.06,0.05,0.06,0.09,23%,2.2,0.64,6%,2.01,0.14,7%,3,12.2km,1.1,46.76,41.04,13.5,18.3,5.77,0.18,0.59,0.14,0.55,1.24,2.01,7.82,0.87,1.88,0.87,41%,2.01,80%,88%,8.01,0.09,0.05,0.87,
Int,  ,Landry Farré,£28M  £85M,1.62,149,Ligue 1 Uber Eats,,,,5.81,0.17,209,15%,809.75,0.13,,0.07,0.11,0.07,0.09,30%,3.61,0.47,12%,1.33,0.17,13%,6,12.7km,1.67,46.57,41.68,14.14,10.67,6.47,0.28,0.75,0.22,0.31,0.56,2.53,13.37,0.81,2.31,0.94,62%,2.47,82%,89%,10.48,0.06,0.11,0.81,0.08
,  ,Antonino Gallo,£5M  £15M,2.02,129,Portuguese Premier League,,,,4.34,0.3,172,,,0.17,,0.04,,0.04,0.13,33%,2.25,0.25,17%,1.69,0.3,18%,12,12.0km,1.77,47.1,41.97,13.54,12.58,6.34,0.05,0.3,0.1,0.66,0.96,2.58,13.13,1.26,2.9,0.33,52%,2.9,77%,89%,9.77,0.2,0.23,1.34,0.2
,  ,Dimas,£800K  £2.4M,1,123,Ligue 1 Uber Eats,,,,3.54,0.26,27,,,0.02,,0.05,,0.05,0.08,20%,2.23,0.13,11%,2.36,0.26,11%,2,13.8km,1.31,45.33,40.35,20.44,18.86,5.5,0.26,0.66,0.13,0.79,0.92,2.1,6.68,1.05,2.75,0.13,63%,2.88,96%,89%,7.73,0,,1.05,
Int,  ,Jeremy Ngakia,£2M  £6.2M,1.84,123,Portuguese Premier League,,,,5.79,0.14,162,,,0.15,,0.05,,0.05,0.09,14%,2.89,0.54,6%,2.07,0.14,7%,4,12.6km,1.25,43.57,39.07,16.79,14,5.39,0.18,0.5,0.07,0.64,1.61,2.71,13.82,1.11,2.39,0.57,50%,2.89,84%,90%,9.29,0.11,0.21,1.11,0.11
Int,  ,Ignace Van Der Brempt,£9.6M  £29M,1.87,143,Portuguese Premier League,,,,5.73,0.23,151,,,0.16,,0.03,,0.03,0.07,15%,3.57,0.87,16%,1.63,0.27,16%,6,13.1km,1.63,56.04,50.92,14.76,12.94,7.21,0.23,0.49,0.08,0.57,0.76,2.09,13.77,0.83,2.62,0.49,62%,2.73,81%,91%,7.85,0.19,0.34,0.83,0.08
,  ,Ilario Monterisi,Not for Sale,1.47,149,Ligue 1 Uber Eats,,,,7.02,0.08,263,6%,"1,686.00",0.08,,0.12,0.05,0.12,0.14,13%,5.42,0.59,23%,0.35,0.08,23%,3,11.7km,0.45,67.26,63.5,6.7,3.18,4.46,0.16,0.83,0.11,0.51,1.09,2.22,17.56,0.48,1.47,0.75,77%,1.71,85%,94%,3.63,0.4,0.13,0.48,0.03
Int,  ,Alidu Seidu,£10K,1.2,121,Portuguese Premier League,,,,5.09,0,28,33%,495,0.06,,0.08,0.18,0.08,0.15,33%,3.09,0.18,,0.91,0,0%,0,12.4km,1.64,47.64,41.45,12.73,10,4.91,0,0.55,0.18,0.55,1.45,2.18,14.18,0.55,1.82,0.91,61%,1.82,71%,87%,6.91,0.18,0.36,0.55,0.36
Int,  ,Seun Maseti,£1.6M  £4.9M,0.96,123,Ligue 1 Uber Eats,,,,5.56,0.25,133,,,0.03,,0,,0,0,,4.01,0.46,13%,1.92,0.25,13%,6,11.8km,0.67,45.67,40.65,13.09,14.6,5.35,0,,,1,1.67,1.92,9.41,1.21,2.3,0.59,72%,2.09,70%,89%,8.41,0.33,,1.21,
,  ,Vasilis Zagaritis,£7.8M  £23M,1.94,143,Portuguese Premier League,,,,4.1,0.18,134,14%,"2,944.00",0.11,,0.02,0.03,0.02,0.1,29%,2.17,0.12,9%,1.99,0.18,9%,6,12.3km,1.77,57.29,51.66,13.88,12.04,7.52,0.06,0.21,0.06,0.7,0.86,3.06,13.85,0.92,2.84,0.15,53%,2.66,72%,90%,8.83,0.21,0.15,0.92,
,  ,Adrien Truffert,Not for Sale,1.67,143,Ligue 1 Uber Eats,,,,3.95,0.5,142,,,0.17,,0.06,,0.06,0.12,12%,1.78,0.28,20%,2.39,0.5,21%,18,13.3km,1.95,57.15,52.25,15.31,11.97,7.54,0.14,0.47,0.06,0.39,0.61,2.2,15.7,1.36,3.09,0.56,45%,3.31,87%,91%,9.3,0.08,0.33,1.36,0.11
Int,  ,Iuri Ramos,£4M  £12M,1.18,128,Ligue 1 Uber Eats,,,,4.68,0.13,71,,,0.05,,0.02,,0.02,0.08,33%,3.1,0.33,6%,2.18,0.13,6%,2,12.8km,0.99,47.74,40.42,15.63,21.89,6.13,0.07,0.2,0.07,1.25,2.04,1.98,11.14,0.92,2.51,0.4,66%,3.63,89%,85%,8.77,0.2,0.07,0.92,0.07
Wnt,  ,Piotr Nowak,£2M  £6M,0.73,127,Ligue 1 Uber Eats,,,,4.75,0.43,156,,,0.02,,0.02,,0.02,0.11,0%,3.53,0.33,16%,2.62,0.43,16%,14,12.6km,1.07,46.64,40.55,16.93,19.73,6.06,0,0.18,0,0.67,1.25,2.04,7.64,1.07,2.13,0.21,74%,2.53,83%,87%,7.98,0.03,0.03,1.07,0.03
Int,  ,Alexandre Pancadas,£21M  £62M,2.09,152,Portuguese Premier League,,,,3.41,0.09,114,15%,"1,505.50",0.1,,0.04,0.06,0.04,0.11,38%,1.79,0.15,6%,1.4,0.09,6%,3,13.0km,1.17,58.14,52.4,14.05,10.16,7.77,0.09,0.39,0.15,0.45,1.02,2.45,14.44,0.87,2.45,0.3,53%,2.33,76%,90%,7.95,0.09,0.06,0.87,0.06
,  ,Javier Marinelli,£800K  £2.3M,1.19,123,Ligue 1 Uber Eats,,,,8.18,0.08,218,,,0.01,,0,,0,0.07,0%,5.93,1.35,18%,0.41,0.08,18%,2,11.4km,0.23,56.41,50.63,6.12,7.02,3.79,0.08,0.08,0,0.34,1.01,2.06,11.3,0.19,1.2,0.34,72%,1.35,82%,90%,3.15,0.19,,0.19,0.04
,  ,Isidro Castro,£375K  £1.1M,1.15,112,Portuguese Premier League,,,,5.22,0.38,136,,,0.1,,0,,0,0.04,0%,3.99,0.27,16%,2.27,0.38,17%,10,13.2km,0.85,44.75,37.99,16.82,14.44,5.92,0,0.08,0,0.96,1.5,2.77,9.91,1.27,2.92,0.42,76%,3.19,84%,85%,9.14,0.27,0.08,1.27,0.08
Wnt,  ,Sidnei Pedroto,£700K  £2.2M,1.34,123,Portuguese Premier League,,,,3.9,0.38,134,,,0.02,,0.04,,0.04,0.09,13%,2.01,0.09,15%,2.39,0.38,16%,13,12.1km,1.11,45.32,39.56,15.27,16.17,5.61,0.12,0.44,0.06,0.81,0.81,2.21,12.97,0.61,2.09,1.19,51%,2.41,82%,87%,7.8,0.06,0.15,0.61,
,  ,Guillaume Briand,£2.2M  £6.6M,1.23,120,Ligue 1 Uber Eats,,,,4.83,0.45,129,,,0.06,,0.01,,0.01,0.14,0%,2.92,0.15,17%,2.54,0.45,18%,12,13.0km,0.9,47.23,42.02,15.23,19.53,6.17,0,0.04,0,0.94,1.12,2.73,9.65,0.79,2.62,0.9,60%,3.18,80%,89%,8.68,0.22,0.19,0.79,0.04
Int,  ,Tiago Parente,£23M  £68M,1.56,143,Ligue 1 Uber Eats,,,,3.73,0.31,122,,,0.11,,0.01,,0.01,0.06,25%,2.17,0.15,14%,2.05,0.31,15%,10,12.8km,1.86,46.53,41.46,14.3,11.52,6.84,0.12,0.24,0.06,0.46,0.73,2.41,14.82,0.79,2.69,0.49,58%,3.18,85%,89%,9.16,0.09,0.31,0.79,0.12
,  ,Baran Mogultay,£2.2M  £6.6M,1.09,122,Portuguese Premier League,,,,5.02,0.65,131,,,0.09,,0,,0,0,,1.84,0.69,11%,5.52,0.65,12%,17,12.8km,1.57,41.49,35.43,13.88,19.83,4.22,0,,,0.65,1.5,2.53,9.7,1.38,3.03,0.12,37%,2.65,84%,85%,11.96,0.12,0.23,1.46,
,  ,Lucas Mbamba,£170K  £500K,1.12,111,Portuguese Premier League,,,,4.23,0.96,97,,,0.03,,0.03,,0.03,0.16,20%,2.14,0.22,13%,6.89,0.96,14%,22,12.4km,2.14,34,27.98,14.03,18,3.57,0.09,0.22,0.04,0.52,1.26,2.35,8.76,1.26,2.27,0.48,51%,2.09,81%,82%,11.9,0.04,0.13,1.26,
